title,description,price,pagecount,publisher,writer,artist,coverartist,productcode,upc,color,format
Batman Night of the Owls TP (N52),"In these stories from BATMAN #8-9, BATMAN ANNUAL #1, DETECTIVE COMICS #9, BATMAN: THE DARK KNIGHT #9, BATWING #9, BATMAN AND ROBIN #9, RED HOOD AND THE OUTLAWS #9, BIRDS OF PREY #9, BATGIRL #9, NIGHTWING #8-9 and ALL-STAR WESTERN #9, evil spreads across Gotham City as Red Robin, Batwing, Robin, Batgirl, the Birds of Prey, Nightwing and even Catwoman find themselves in a battle coming from all sides.",11.59,368.0,DC,"James Tynion Iv, Tony S. Daniel, Peter J. Tomasi, Judd Winick, Duane Swierczynski, Gail Simone, Scott Lobdell, Kyle Higgins, Justin Gray, Jimmy Palmiotti Scott Snyder","Jason Fabok, Tony S. Daniel, David Finch, Patrick Gleason, Travel Foreman, Ardian Syaf, Kenneth Rocafort, Guillem March, Others Greg Capullo",Greg Capullo,AUG130291,9781401242527,Color,Softcover
Death TP (MR),"This new trade paperback collects Neil Gaiman's DEATH: THE HIGH COST OF LIVING #1-3, DEATH: THE TIME OF YOUR LIFE #1-3! Also included are extras like 'Death Talks about Life' AIDS pamphlet, stories from VERTIGO: WINTER'S EDGE #2 and THE SANDMAN: ENDLESS NIGHTS, the short story 'The Wheel' from the 9-11 tribute book, SANDMAN #8 and #20, and art from the DEATH GALLERY!",11.59,320.0,DC,Neil Gaiman,Various Chris Bachalo,Dave Mckean,DEC130341,9781401247164,Color,Softcover
Batman Detective Comics TP Vol 03 Emperor Penguin,"The Dark Knight faces deadly foes including Poison Ivy, Clayface and the Penguin in these stories from DETECTIVE COMICS #13-18. This volume also includes chapters from the epic 'Death of the Family' and 'Requiem' sagas.",9.85,192.0,DC,John Layman,Andy Clarke Jason Fabok,Jason Fabok,MAR140251,9781401246341,Color,Softcover
Batman Detective Comics TP Vol 02 Scare Tactics ,"In this new collection of stories from DETECTIVE COMICS #8-12 and DETECTIVE COMICS ANNUAL #1, Batman must face the madness of the Mad Hatter, and then take on the Talons of the Court of Owls! But even if he survives that, he must face a whole new set of fears when the Scarecrow returns! Can the Dark Knight overcome the terror the Scarecrow brings?",9.85,232.0,DC,James Tynion Iv Tony S. Daniel,"Ed Benes, Szymon Kudranski, Eduardo Pansica, Romano Molenaar, Pere Perez Tony S. Daniel",Tony S. Daniel,AUG130290,9781401242657,Color,Softcover
Deathstroke the Terminator TP Vol 01 Assassins,"(W) Marv Wolfman (A) Steve Erwin, Will Blyberg (CA) Mike Zeck In these tales from DEATHSTROKE THE TERMINATOR #1-9 and THE NEW TITANS #70, Deathstroke hunts for the man who tried to kill his ex-wife - the man called the Ravager. Then, someone is knocking off the crime bosses of Gotham City. It's up to Deathstroke to eliminate the competition - but Batman doesn't take kindly to intruders on his turf.",11.59,264.0,DC,Marv Wolfman,Steve Erwin,Mike Zeck,JAN150379,9781401254285,Full Color,Softcover
Batman Detective Comics TP Vol 02 Arkham Knight,"(W) Peter J. Tomasi (A) Brad Walker & Various (CA) Brad Walker, Andrew Hennessy After Batman's battle with the Arkham Knight, things only get worse when one of his allies jumps into the fray and ends up in way over their head! Damian was so certain he could succeed against the Arkham Knight where his father failed-and not only was he wrong, but the Knight has a surprising plan for the son of Batman! Collects Detective Comics #1001-1005, Annual #2, and a story from Detective Comics #1000.",10.43,,DC,Peter J. Tomasi,Brad Walker,Brad Walker,MAR200624,9781779502513,Full Color,Softcover
Batman Detective Comics HC Vol 02 Arkham Knight,"(W) Peter J. Tomasi (A/CA) Brad Walker, Andrew Hennessy After Batman's battle with the Arkham Knight, things only get worse when one of his allies jumps into the fray and ends up in way over their head! Damian was so certain he could succeed against the Arkham Knight where his father failed-and not only was he wrong, but the Knight has a surprising plan for the son of Batman! And when the face behind the mask is finally revealed, we'll learn who's taken up the mantle of the Arkham Knight. Collects Detective Comics #1001-1005, Annual #2 and a story from Detective Comics #1000.",14.49,176.0,DC,Peter J. Tomasi,Brad Walker,Brad Walker,SEP190558,9781779501646,Color,Hardcover
Batman Detective Comics #1027 the Deluxe Edition HC,"(W) BRIAN MICHAEL BENDIS, GREG RUCKA, MATT FRACTION, PETER J. TOMASI, JAMES TYNION IV, KELLY SUE DeCONNICK, MARV WOLFMAN, GRANT MORRISON, TOM KING, SCOTT SNYDER, DAN JURGENS, and MARIKO TAMAKI (A) DAVID MARQUEZ, JAMAL CAMPBELL, EDUARDO RISSO, CHIP ZDARSKY, BRAD WALKER, RILEY ROSSMO, JOHN ROMITA JR., EMANUELA LUPACCHINO, BILL SIENKIEWICZ, CHRIS BURNHAM, WALTER SIMONSON, IVAN REIS, DAN JURGENS, and DAN MORA (CA) ANDY KUBERT Celebrate one thousand issues since the World?s Greatest Detective?s debut in this hardcover deluxe edition of oversized anniversary issue Detective Comics #1027! An all-star lineup of creators pay tribute to the many facets of Batman?s crime-fighting legacy, including Brian Michael Bendis and David Marquez reuniting for a Bat-Family mystery, Greg Rucka and Eduardo Risso visiting Gotham Central, the Eisner Award-winning duo of Matt Fraction and Chip Zdarsky providing their take on Batman versus The Joker, the Batman, Incorporated team of Grant Morrison and Chris Burnham back together for an all-new story examining the urban legend of the Dark Knight, and much more!",11.59,,DC,"Kelly Sue Deconnick, Matt Fraction, Tom King, Grant Morrison, Greg Rucka Brian Michael Bendis","Jamal Campbell, Eduardo Risso, Chip Zdarsky, Brad Walker, Riley Rossmo David Marquez",Andy Kubert,JUL207013,9781779506740,Full Color,Hardcover
Batman Detective Comics HC Vol 03 Greetings from Gotham,"Detective Jim Corrigan has been shot on the streets of Gotham City-and the Spectre must reach out to Batman to help him find the assassin! There's only one life Batman would be willing to risk saving Jim Corrigan and the Spectre: his own! Plus, Deadshot returns to Gotham City following his stint with the Suicide Squad, and Batman fears that without the oversight of Amanda Waller, Floyd Lawton will go back to his old ways. Collects Detective Comics #1006-1011.",14.49,144.0,DC,Unknown,Unknown,Unknown,JAN200634,9781401288617,Color,Hardcover
Batman Dark Knight Returns Gallery Ed HC,"Commemorate the 30th anniversary of one of the most defining works in comics history with the BATMAN: THE DARK KNIGHT RETURNS - FRANK MILLER Gallery Edition. Sourced from the original art that has been scanned from collectors worldwide, this is the collection we've all been waiting for. Featured within the hardcovers of this Smythe-sewn edition is Miller's artwork from DKR #1-4, scanned in full color from the original black-and-white pages. Also included are the covers, related art and previously unpublished pieces showcasing Miller's artwork as never seen before. Graphitti Designs' Gallery Editions replicate the look, feel and attitude of the artwork. Every page is reproduced at original size on heavy paper stock to provide the fan and collector with museum-quality reproductions that are obtainable nowhere else. Though we were unable to locate every original from this story, we are pleased to present to fans everywhere the best presentation of the artwork from this historic series ever seen. This is your only opportunity to see the artwork that truly changed Batman forever.",136.5,216.0,DC,Unknown,Unknown,Unknown,OCT150238,9781401264437,Full Color,Hardcover
Batman Dark Knight Returns Book & Mask Set,"DC Entertainment presents a new book and mask set featuring Frank Miller's vision of the Dark Knight, including a highly detailed PVC mask plus THE DARK KNIGHT RETURNS 30TH ANNIVERSARY EDITION TP, collecting the original, groundbreaking 4-issue miniseries.",23.19,224.0,DC,Unknown,Unknown,Unknown,APR160376,9781401267742,Full Color,Hardcover
Batman Dark Knight Master Race HC,"(W) Frank Miller, Brian Azzarello (A) Andy Kubert & Various (CA) Andy Kubert One of the most highly anticipated sequels of all time is here in DARK KNIGHT III: THE MASTER RACE! In a world gone awry, left in the aftermath of the toppling of Lex Luthor and the apparent death of Batman himself, who will save Gotham City and the rest of the planet against the mysterious Master Race? This hardcover includes the entire nine-issue series with each issue's minicomic presented at the same size.",17.39,392.0,DC,Frank Miller,Andy Kubert,Andy Kubert,JUN170390,9781401265137,Full Color,Hardcover
Batman & the Outsiders Vol 03 the Demons Fire TP,"(W) Bryan Hill (A) Various (CA) Tyler Kirkham Ra?s al Ghul has had everything taken away from him. His League of Assassins, his power...even his family. All he has left is his mission to bend the world to his will and save it from itself. He?s more dangerous than ever, and it?ll take the combined full might of the Outsiders team to take him down! Did Batman choose the wrong allies to assemble to fight Ra?s? Or did those allies make a mistake in believing in Batman? It?s the concluding volume of the critically acclaimed series! Collects Batman and the Outsiders #13-17.",8.69,,DC,Bryan Hill,Various,Tyler Kirkham,DEC207089,9781779506962,Full Color,Softcover
Authority Book One TP,"(W) Warren Ellis (A) Bryan Hitch, Paul Neary, Phil Jimenez, Andy Lanning (CA) Bryan Hitch This is the Authority. Pay allegiance, or get your head kicked in. Whether they?re up against an invasion from an alternate Earth, an international terrorist who is laying waste to major cities, or a hostile alien intelligence who calls himself God, the Authority are ready for action.<p>Collects The Authority #1-12, Planetary/The Authority: Ruling the World, and a story from WildStorm: A Celebration of 25 Years.",20.29,336.0,DC,Warren Ellis,"Paul Neary, Phil Jimenez, Andy Lanning Bryan Hitch",Bryan Hitch,SEP207097,9781779502254,Full Color,Softcover
Batman 66 HC Vol 03,"(W) Jeff Parker & Various (A) Jonathan Case & Various (CA) Michael Allred In this third BATMAN '66 collection, The Dynamic Duo face The Joker, The Penguin, the Queen of Diamonds and a Bat-Robot of their own making...that may put Batman and Robin out of a job! Collects issues #11-16.",10.0,160.0,DC,Jeff Parker,Jonathan Case,Michael Allred,DEC140386D,9781401254629,Full Color,Hardcover
Aquaman TP Vol 03 Crown of Atlantis (Rebirth),"(W) Dan Abnett (A) Brad Walker & Various (CA) Brad Walker, Andrew Hennessy Recovering and rebuilding after the 'Deluge,' Aquaman finds himself locked in a ferocious battle with Warhead, a monster awakened during Atlantis' war with the surface. Then, Deadwater makes an unwelcome return! Collects AQUAMAN #16-24.",11.59,216.0,DC,Dan Abnett,Brad Walker,Brad Walker,MAY170320,9781401271497,Full Color,Softcover
Arrow the Dark Archer TP,"(W) John Barrowman, Carol Barrowman (A) Daniel Sampere, Juan Albarran Set in the world of the hit TV show Arrow, actor John Barrowman and novelist Carole E. Barrowman pen the stunning, never-before-told origin of Malcolm Merlyn-the Dark Archer! In this tale in print for the first time, Malcolm retreats from his duties as Ra's al Ghul to return to his secret research team in South America only to be met by a figure from his past who's out for vengeance! Collecting all twelve chapters of the digital series!",9.85,128.0,DC,John Barrowman,Daniel Sampere,Unknown,MAY160301,9781401263294,Full Color,Softcover
Arkhamaniacs TP,"(W) Art Baltazar, Franco (A/CA) Art Baltazar Art Baltazar and Franco?the Eisner Award-winning creative team behind Superman of Smallville and Tiny Titans?provide their signature take on a certain apartment building (Arkham) in Gotham City and the people (mostly) who live there! Young Bruce Wayne is drawn to the fun and excitement he sees going on at Arkham, but to Wayne Enterprises, it?s just another property they own. Bruce is determined to find out why Arkham is full of so much fun and laughter. What exactly is going on over there? Time to sneak over when no one is looking...even though it?s like the house is laughing at him! Ha ha ha!",5.79,,DC,Franco Art Baltazar,Art Baltazar,Art Baltazar,AUG207070,9781401298272,Full Color,Softcover
Aquaman Vol 04 Echoes of A Life Lived Well TP,"(W) Kelly Sue DeConnick, Jordan Clark (A) Miguel Mendonca, Robson Rocha, Marco Santucci (CA) Robson Rocha A wedding is supposed to be a happy occasion. But for Aquaman and his allies, the wedding of the century is here?and hell follows with it. When Mera awakens from her coma, she finds herself betrothed?but not to Aquaman. The secret of the groom could spell doom for Atlantis, and it all culminates in a brawl at the altar, with wedding crashers from across the Seven Kingdoms!Acclaimed writer Kelly Sue DeConnick?s Aquaman run reaches its conclusion here!Collects Aquaman #58-65.",11.59,,DC,Jordan Clark Kelly Sue Deconnick,"Robson Rocha, Marco Santucci Miguel Mendonca",Robson Rocha,OCT207125,9781779505880,Full Color,Softcover
Batman & the Outsiders HC Vol 01,"(W) Mike W. Barr, Marv Wolfman (A) Jim Aparo & Various (CA) Jim Aparo In these tales from the 1980s, Batman splits off from the Justice League of America to form his own super-team known as the Outsiders. Including established heroes Black Lightning and Metamorpho as well as dynamic new heroes Katana, Geo-Force and Halo, the team fought for justice on an international stage. Combining superhero action with espionage, the Outsiders brought their own brand of justice to Geo-Force's nation of Markovia, Katana's homeland of Japan and across the globe. This new title collects stories from THE BRAVE AND THE BOLD #200 and NEW TEEN TITANS #37, plus BATMAN AND THE OUTSIDERS #1-12.",28.99,344.0,DC,Mike W. Barr,Jim Aparo,Jim Aparo,NOV160328,9781401268121,Full Color,Hardcover
